jset,topic,gene,symbol,rnk,colorcode
Basophils,topic20,11:53613665-53623665;NM_021283.2..Il4,Il4,1,#696969
NKs,topic3,1:40460620-40470620;NM_001161843.1..Il18r1,Il18r1,1,#006400
NKs,topic3,3:146765238-146775238;NM_001164198.1..Prkacb,Prkacb,2,#006400
NKs,topic3,3:146765693-146775693;NM_001164199.1..Prkacb,Prkacb,3,#006400
NKs,topic3,1:40461005-40471005;NM_008365.2..Il18r1,Il18r1,4,#006400
NKs,topic3,2:93447672-93457672;NM_001271462.1..Cd82,Cd82,5,#006400
NKs,topic3,17:25217581-25227581;NM_028789.3..Unkl,Unkl,6,#006400
NKs,topic3,5:37045856-37055856;NM_178394.4..Jakmip1,Jakmip1,7,#006400
NKs,topic3,9:56413845-56423845;NM_025812.2..Hmg20a,Hmg20a,8,#006400
NKs,topic3,3:131107790-131117790;NM_001276403.1..Lef1,Lef1,9,#006400
NKs,topic3,14:10448458-10458458;NM_001308286.1..Fhit,Fhit,10.5,#006400
NKs,topic3,3:19260008-19270008;NM_008802.3..Pde7a,Pde7a,10.5,#006400
NKs,topic3,18:82470122-82480122;NM_001025245.1..Mbp,Mbp,12.5,#006400
NKs,topic3,2:126486553-126496553;NM_001080944.3..Atp8b4,Atp8b4,12.5,#006400
NKs,topic3,1:40460551-40470551;NM_001161842.1..Il18r1,Il18r1,14,#006400
NKs,topic3,4:152194843-152204843;NM_001146058.1..Acot7,Acot7,15,#006400
NKs,topic3,13:13585408-13595408;NM_010748.2..Lyst,Lyst,16.5,#006400
NKs,topic3,6:50377837-50387837;NM_027881.3..Osbpl3,Osbpl3,16.5,#006400
NKs,topic3,3:131105296-131115296;NM_001276402.1..Lef1,Lef1,18,#006400
NKs,topic3,3:104776055-104786055;NM_027982.2..Ppm1j,Ppm1j,19,#006400
NKs,topic3,4:129553372-129563372;NM_001162432.1..Lck,Lck,20,#006400
NKs,topic3,13:117215572-117225572;NM_010330.4..Emb,Emb,21,#006400
NKs,topic3,9:94664891-94674891;NM_177909.5..Slc9a9,Slc9a9,22,#006400
NKs,topic3,7:31146050-31156050;NM_027898.3..Gramd1a,Gramd1a,23,#006400
NKs,topic3,1:39895912-39905912;NM_001252200.1..Map4k4,Map4k4,25,#006400
NKs,topic3,4:129568641-129578641;NM_001162433.1..Lck,Lck,25,#006400
NKs,topic3,7:88273084-88283084;NM_001311790.1..Ctsc,Ctsc,25,#006400
NKs,topic3,11:90244475-90254475;NM_026178.2..Mmd,Mmd,27.5,#006400
NKs,topic3,11:96459590-96469590;NM_001033186.3..Skap1,Skap1,27.5,#006400
NKs,topic3,1:193259045-193269045;NM_008288.2..Hsd11b1,Hsd11b1,29.5,#006400
NKs,topic3,12:108630752-108640752;NM_001163396.2..Evl,Evl,29.5,#006400
NKs,topic3,14:40943209-40953209;NM_001316748.1..Tspan14,Tspan14,31,#006400
NKs,topic3,4:83319189-83329189;NM_027238.2..Ttc39b,Ttc39b,32,#006400
NKs,topic3,6:48642233-48652233;NM_001077410.1..Gimap8,Gimap8,33,#006400
NKs,topic3,1:165783680-165793680;NM_001113391.2..Cd247,Cd247,34,#006400
NKs,topic3,1:161783495-161793495;NM_001205243.1..Fasl,Fasl,35,#006400
NKs,topic3,19:57114024-57124024;NM_001103178.2..Ablim1,Ablim1,36,#006400
NKs,topic3,1:79756769-79766769;NM_001111279.1..Wdfy1,Wdfy1,37.5,#006400
NKs,topic3,12:100894524-100904524;NM_001177674.1..Gpr68,Gpr68,37.5,#006400
NKs,topic3,17:51821588-51831588;NM_001163631.1..Satb1,Satb1,39.5,#006400
NKs,topic3,6:48671134-48681134;NM_174960.2..Gimap9,Gimap9,39.5,#006400
NKs,topic3,1:36759514-36769514;NM_001289766.1..Zap70,Zap70,41,#006400
NKs,topic3,1:58797501-58807501;NM_001080126.1..Casp8,Casp8,42,#006400
NKs,topic3,11:115149177-115159177;NM_021411.4..Rab37,Rab37,43,#006400
NKs,topic3,11:34778905-34788905;NM_033374.3..Dock2,Dock2,45,#006400
NKs,topic3,14:27233009-27243009;NM_027871.2..Arhgef3,Arhgef3,45,#006400
NKs,topic3,14:60727903-60737903;NM_001310594.1..Spata13,Spata13,45,#006400
NKs,topic3,2:73448889-73458889;NM_001289722.1..Wipf1,Wipf1,47,#006400
NKs,topic3,11:83525518-83535518;NM_013653.3..Ccl5,Ccl5,48.5,#006400
NKs,topic3,15:102226935-102236935;NM_013566.2..Itgb7,Itgb7,48.5,#006400
NKs,topic3,4:46561440-46571440;NM_178893.4..Coro2a,Coro2a,50.5,#006400
NKs,topic3,6:48713620-48723620;NM_146167.3..Gimap7,Gimap7,50.5,#006400
NKs,topic3,10:6975465-6985465;NM_001170800.1..Ipcef1,Ipcef1,52,#006400
NKs,topic3,18:78137119-78147119;NM_001171011.1..Slc14a1,Slc14a1,53.5,#006400
NKs,topic3,4:139189110-139199110;NM_001271405.1..Capzb,Capzb,53.5,#006400
NKs,topic3,17:73945196-73955196;NM_011723.3..Xdh,Xdh,55,#006400
NKs,topic3,9:44976785-44986785;NM_013487.3..Cd3d,Cd3d,56,#006400
NKs,topic3,17:33550706-33560706;NM_053214.2..Myo1f,Myo1f,57,#006400
NKs,topic3,11:34042200-34052200;NM_010696.3..Lcp2,Lcp2,59,#006400
NKs,topic3,12:100903198-100913198;NM_001177673.1..Gpr68,Gpr68,59,#006400
NKs,topic3,4:145241870-145251870;NM_011610.3..Tnfrsf1b,Tnfrsf1b,59,#006400
NKs,topic3,10:80624655-80634655;NM_001159591.1..Csnk1g2,Csnk1g2,61.5,#006400
NKs,topic3,7:31036839-31046839;NM_001111073.2..Fxyd5,Fxyd5,61.5,#006400
NKs,topic3,15:6574846-6584846;NM_001278269.1..Fyb,Fyb,63,#006400
NKs,topic3,1:131195185-131205185;NM_001311094.2..Rassf5,Rassf5,64,#006400
NKs,topic3,1:52003239-52013239;NM_011487.5..Stat4,Stat4,65.5,#006400
NKs,topic3,5:72731602-72741602;NM_013698.3..Txk,Txk,65.5,#006400
NKs,topic3,18:67719621-67729621;NM_001127177.1..Ptpn2,Ptpn2,68,#006400
NKs,topic3,2:32722688-32732688;NM_001252547.1..Sh2d3c,Sh2d3c,68,#006400
NKs,topic3,9:44038383-44048383;NM_009382.3..Thy1,Thy1,68,#006400
NKs,topic3,2:11167381-11177381;NM_008859.2..Prkcq,Prkcq,70.5,#006400
NKs,topic3,5:62761177-62771177;NM_178407.3..Arap2,Arap2,70.5,#006400
NKs,topic3,11:46384515-46394515;NM_001281965.1..Itk,Itk,72.5,#006400
NKs,topic3,9:123524881-123534881;NM_030692.4..Sacm1l,Sacm1l,72.5,#006400
NKs,topic3,4:152181133-152191133;NM_001146057.1..Acot7,Acot7,74.5,#006400
NKs,topic3,5:105134586-105144586;NM_001256005.1..Gbp4,Gbp4,74.5,#006400
NKs,topic3,1:60741387-60751387;NM_007642.4..Cd28,Cd28,77.5,#006400
NKs,topic3,11:97110331-97120331;NM_019507.2..Tbx21,Tbx21,77.5,#006400
NKs,topic3,19:8984283-8994283;NM_001039959.2..Ahnak,Ahnak,77.5,#006400
NKs,topic3,6:83436678-83446678;NM_183138.2..Tet3,Tet3,77.5,#006400
NKs,topic3,11:49082016-49092016;NM_001271676.1..Ifi47,Ifi47,81,#006400
NKs,topic3,11:55028471-55038471;NM_001110211.1..Anxa6,Anxa6,81,#006400
NKs,topic3,5:124027260-124037260;NM_177876.4..Vps37b,Vps37b,81,#006400
NKs,topic3,6:48741196-48751196;NM_175035.5..Gimap5,Gimap5,83,#006400
NKs,topic3,1:36761933-36771933;NM_001289765.1..Zap70,Zap70,85,#006400
NKs,topic3,3:104772547-104782547;NM_183224.3..Fam19a3,Fam19a3,85,#006400
NKs,topic3,6:48642360-48652360;NM_001286629.1..Gimap8,Gimap8,85,#006400
NKs,topic3,2:32716054-32726054;NM_013781.3..Sh2d3c,Sh2d3c,87,#006400
NKs,topic3,3:87841754-87851754;NM_001025571.2..Sh2d2a,Sh2d2a,88.5,#006400
NKs,topic3,4:149658316-149668316;NM_001164052.1..Pik3cd,Pik3cd,88.5,#006400
NKs,topic3,1:125430727-125440727;NM_001205385.1..Actr3,Actr3,90.5,#006400
NKs,topic3,11:115158340-115168340;NM_012030.2..Slc9a3r1,Slc9a3r1,90.5,#006400
NKs,topic3,7:30408787-30418787;NM_011662.2..Tyrobp,Tyrobp,92,#006400
NKs,topic3,10:75311876-75321876;NM_009630.3..Adora2a,Adora2a,94.5,#006400
NKs,topic3,3:90607893-90617893;NM_011313.2..S100a6,S100a6,94.5,#006400
NKs,topic3,6:48679577-48689577;NM_001243199.1..Gimap4,Gimap4,94.5,#006400
NKs,topic3,8:94918693-94928693;NM_001033468.3..Adgrg5,Adgrg5,94.5,#006400
NKs,topic3,2:34956772-34966772;NM_001326601.1..Traf1,Traf1,97,#006400
NKs,topic3,11:52277595-52287595;NM_009331.4..Tcf7,Tcf7,99.5,#006400
NKs,topic3,11:63917284-63927284;NM_018805.2..Hs3st3b1,Hs3st3b1,99.5,#006400
NKs,topic3,15:86053726-86063726;NM_001205353.1..Gramd4,Gramd4,99.5,#006400
NKs,topic3,5:112271690-112281690;NM_001326590.1..Tpst2,Tpst2,99.5,#006400
NKs,topic3,9:116170363-116180363;NM_009371.3..Tgfbr2,Tgfbr2,102,#006400
NKs,topic3,5:122645423-122655423;NM_001284402.1..P2rx7,P2rx7,103.5,#006400
NKs,topic3,7:125486542-125496542;NM_026330.3..Nsmce1,Nsmce1,103.5,#006400
NKs,topic3,1:88697191-88707191;NM_177305.4..Arl4c,Arl4c,106.5,#006400
NKs,topic3,11:118207742-118217742;NM_001112700.1..Cyth1,Cyth1,106.5,#006400
NKs,topic3,14:121960193-121970193;NM_183031.2..Gpr183,Gpr183,106.5,#006400
NKs,topic3,6:121240905-121250905;NM_011909.2..Usp18,Usp18,106.5,#006400
NKs,topic3,1:36756797-36766797;NM_009539.3..Zap70,Zap70,109,#006400
NKs,topic3,1:171677054-171687054;NM_007649.4..Cd48,Cd48,112,#006400
NKs,topic3,11:109644404-109654404;NM_001313973.1..Prkar1a,Prkar1a,112,#006400
NKs,topic3,17:53579125-53589125;NM_001190846.1..Kat2b,Kat2b,112,#006400
NKs,topic3,6:48703244-48713244;NM_153175.3..Gimap6,Gimap6,112,#006400
NKs,topic3,6:54966661-54976661;NM_001171007.1..Nod1,Nod1,112,#006400
NKs,topic3,15:86052694-86062694;NM_172611.4..Gramd4,Gramd4,117,#006400
NKs,topic3,19:53887230-53897230;NM_011050.4..Pdcd4,Pdcd4,117,#006400
NKs,topic3,5:105134552-105144552;NM_008620.3..Gbp4,Gbp4,117,#006400
NKs,topic3,7:31037331-31047331;NM_001287213.1..Fxyd5,Fxyd5,117,#006400
NKs,topic3,9:44229046-44239046;NM_007619.2..Cbl,Cbl,117,#006400
NKs,topic3,11:5439847-5449847;NM_001080924.2..Znrf3,Znrf3,120.5,#006400
NKs,topic3,6:127572974-127582974;NM_001033464.3..Cracr2a,Cracr2a,120.5,#006400
NKs,topic3,6:48734046-48744046;NM_008376.3..Gimap1,Gimap1,122.5,#006400
NKs,topic3,9:56413050-56423050;NM_172924.3..Peak1,Peak1,122.5,#006400
NKs,topic3,2:6716662-6726662;NM_001310447.1..Celf2,Celf2,125,#006400
NKs,topic3,4:106311212-106321212;NM_183225.2..Usp24,Usp24,125,#006400
NKs,topic3,4:134097582-134107582;NM_026257.3..Ubxn11,Ubxn11,125,#006400
NKs,topic3,12:111903055-111913055;NM_011625.1..Ppp1r13b,Ppp1r13b,128,#006400
NKs,topic3,13:117020516-117030516;NM_001081009.1..Parp8,Parp8,128,#006400
NKs,topic3,6:67334694-67344694;NM_001311141.1..Il12rb2,Il12rb2,128,#006400
NKs,topic3,11:70759446-70769446;NM_177565.3..Zfp3,Zfp3,131,#006400
NKs,topic3,17:35171001-35181001;NM_019467.2..Aif1,Aif1,131,#006400
NKs,topic3,3:104813563-104823563;NM_001163440.1..Mov10,Mov10,131,#006400
NKs,topic3,1:171602410-171612410;NM_001277968.1..Ly9,Ly9,133,#006400
NKs,topic3,11:98541031-98551031;NM_011771.1..Ikzf3,Ikzf3,135.5,#006400
NKs,topic3,14:27356388-27366388;NM_001289688.1..Arhgef3,Arhgef3,135.5,#006400
NKs,topic3,17:51827647-51837647;NM_009122.2..Satb1,Satb1,135.5,#006400
NKs,topic3,7:132781935-132791935;NM_175268.4..Fam53b,Fam53b,135.5,#006400
NKs,topic3,1:85956055-85966055;NM_001033290.2..Gpr55,Gpr55,138,#006400
NKs,topic3,1:133685016-133695016;NM_172842.3..Lax1,Lax1,142,#006400
NKs,topic3,11:52093823-52103823;NM_019411.4..Ppp2ca,Ppp2ca,142,#006400
NKs,topic3,11:83657583-83667583;NM_013652.2..Ccl4,Ccl4,142,#006400
NKs,topic3,14:118920470-118930470;NM_025943.3..Dzip1,Dzip1,142,#006400
NKs,topic3,15:97839502-97849502;NM_001204275.1..Hdac7,Hdac7,142,#006400
NKs,topic3,3:22071651-22081651;NM_030732.3..Tbl1xr1,Tbl1xr1,142,#006400
NKs,topic3,4:139569719-139579719;NM_001205173.1..Iffo2,Iffo2,142,#006400
NKs,topic3,1:165703094-165713094;NM_001038846.1..Rcsd1,Rcsd1,146.5,#006400
NKs,topic3,2:167344178-167354178;NM_019835.2..B4galt5,B4galt5,146.5,#006400
NKs,topic3,11:58178842-58188842;NM_001135115.1..Gm12250,Gm12250,148.5,#006400
NKs,topic3,11:97144712-97154712;NM_198100.2..Tbkbp1,Tbkbp1,148.5,#006400
NKs,topic3,2:181376234-181386234;NM_023684.2..Lime1,Lime1,151.5,#006400
NKs,topic3,3:90603521-90613521;NM_011312.2..S100a5,S100a5,151.5,#006400
NKs,topic3,4:43449626-43459626;NM_001110320.1..Cd72,Cd72,151.5,#006400
NKs,topic3,8:94913098-94923098;NM_001033533.3..Ccdc102a,Ccdc102a,151.5,#006400
NKs,topic3,1:39572347-39582347;NM_001033135.3..Rnf149,Rnf149,155.5,#006400
NKs,topic3,18:80703173-80713173;NM_001164111.1..Nfatc1,Nfatc1,155.5,#006400
NKs,topic3,9:66588115-66598115;NM_001302116.1..Usp3,Usp3,155.5,#006400
NKs,topic3,9:77912364-77922364;NM_134255.3..Elovl5,Elovl5,155.5,#006400
NKs,topic3,1:138962720-138972720;NM_181347.3..Dennd1b,Dennd1b,160,#006400
NKs,topic3,1:193196546-193206546;NM_153137.4..Traf3ip3,Traf3ip3,160,#006400
NKs,topic3,3:106477449-106487449;NM_001278941.1..Dennd2d,Dennd2d,160,#006400
NKs,topic3,3:146145173-146155173;NM_001005846.2..Mcoln2,Mcoln2,160,#006400
NKs,topic3,6:97205791-97215791;NM_022992.2..Arl6ip5,Arl6ip5,160,#006400
NKs,topic3,11:4261795-4271795;NM_001039537.2..Lif,Lif,164.5,#006400
NKs,topic3,4:150922998-150932998;NM_001077509.1..Tnfrsf9,Tnfrsf9,164.5,#006400
NKs,topic3,6:125226860-125236860;NM_145391.2..Tapbpl,Tapbpl,164.5,#006400
NKs,topic3,9:21126275-21136275;NM_001205312.1..Tyk2,Tyk2,164.5,#006400
NKs,topic3,10:75584380-75594380;NM_011820.4..Ggt5,Ggt5,169,#006400
NKs,topic3,12:17685813-17695813;NM_016677.4..Hpcal1,Hpcal1,169,#006400
NKs,topic3,4:62668973-62678973;NM_001310706.1..Rgs3,Rgs3,169,#006400
NKs,topic3,6:29604607-29614607;NM_177296.4..Tnpo3,Tnpo3,169,#006400
NKs,topic3,X:101258992-101268992;NM_001033362.3..Gm614,Gm614,169,#006400
NKs,topic3,15:80555470-80565470;NM_001163189.1..Enthd1,Enthd1,172.5,#006400
NKs,topic3,6:125066276-125076276;NM_001163268.1..Lpar5,Lpar5,172.5,#006400
NKs,topic3,4:132969094-132979094;NM_010208.4..Fgr,Fgr,175.5,#006400
NKs,topic3,4:63856284-63866284;NM_009403.3..Tnfsf8,Tnfsf8,175.5,#006400
NKs,topic3,5:72642795-72652795;NM_001081205.1..Nipal1,Nipal1,175.5,#006400
NKs,topic3,8:83736311-83746311;NM_001163029.1..Adgre5,Adgre5,175.5,#006400
NKs,topic3,1:182512483-182522483;NM_009794.3..Capn2,Capn2,179,#006400
NKs,topic3,17:57073510-57083510;NM_153551.1..Dennd1c,Dennd1c,179,#006400
NKs,topic3,9:56084975-56094975;NM_011193.2..Pstpip1,Pstpip1,179,#006400
NKs,topic3,1:60972913-60982913;NM_017480.2..Icos,Icos,183,#006400
NKs,topic3,15:100724376-100734376;NM_001161767.1..Galnt6,Galnt6,183,#006400
NKs,topic3,15:80567596-80577596;NM_001289442.1..Grap2,Grap2,183,#006400
NKs,topic3,17:72913304-72923304;NM_029999.4..Lbh,Lbh,183,#006400
NKs,topic3,18:80708071-80718071;NM_001164109.1..Nfatc1,Nfatc1,183,#006400
NKs,topic3,1:133685108-133695108;NM_001159649.1..Lax1,Lax1,187,#006400
NKs,topic3,13:20085506-20095506;NM_080288.2..Elmo1,Elmo1,187,#006400
NKs,topic3,3:28258213-28268213;NM_001163007.1..Tnik,Tnik,187,#006400
NKs,topic3,6:67371137-67381137;NM_008354.3..Il12rb2,Il12rb2,189,#006400
NKs,topic3,17:32415975-32425975;NM_001271477.1..Pglyrp2,Pglyrp2,191,#006400
NKs,topic3,17:51807054-51817054;NM_001163630.1..Satb1,Satb1,191,#006400
NKs,topic3,6:136934527-136944527;NM_001301303.1..Arhgdib,Arhgdib,191,#006400
NKs,topic3,14:73044114-73054114;NM_001162412.1..Cysltr2,Cysltr2,194.5,#006400
NKs,topic3,17:32398581-32408581;NM_178785.3..Rasal3,Rasal3,194.5,#006400
NKs,topic3,17:32419167-32429167;NM_001271476.1..Pglyrp2,Pglyrp2,194.5,#006400
NKs,topic3,18:76256120-76266120;NM_001252481.1..Smad2,Smad2,194.5,#006400
NKs,topic3,1:69680960-69690960;NM_011770.4..Ikzf2,Ikzf2,199,#006400
NKs,topic3,14:118932931-118942931;NM_008929.3..Dnajc3,Dnajc3,199,#006400
NKs,topic3,2:150565414-150575414;NM_009977.3..Cst7,Cst7,199,#006400
NKs,topic3,6:129586810-129596810;NM_010654.3..Klrd1,Klrd1,199,#006400
NKs,topic3,6:57530426-57540426;NM_175523.4..Ppm1k,Ppm1k,199,#006400
NKs,topic3,17:25183913-25193913;NM_001290736.1..Unkl,Unkl,203.5,#006400
NKs,topic3,19:34187269-34197269;NM_029682.4..Stambpl1,Stambpl1,203.5,#006400
NKs,topic3,2:152825717-152835717;NM_001289716.1..Bcl2l1,Bcl2l1,203.5,#006400
NKs,topic3,9:44975431-44985431;NM_009850.2..Cd3g,Cd3g,203.5,#006400
NKs,topic3,10:39607933-39617933;NM_134000.3..Traf3ip2,Traf3ip2,207.5,#006400
NKs,topic3,11:106155142-106165142;NM_172397.3..Limd2,Limd2,207.5,#006400
NKs,topic3,11:32528265-32538265;NM_009288.2..Stk10,Stk10,207.5,#006400
NKs,topic3,16:58518312-58528312;NM_018784.2..St3gal6,St3gal6,207.5,#006400
NKs,topic3,12:113147011-113157011;NM_007763.3..Crip1,Crip1,212,#006400
NKs,topic3,12:73579795-73589795;NM_001313977.1..Prkch,Prkch,212,#006400
NKs,topic3,19:11438557-11448557;NM_021718.2..Ms4a4b,Ms4a4b,212,#006400
NKs,topic3,5:147072345-147082345;NM_009087.2..Polr1d,Polr1d,212,#006400
NKs,topic3,9:65209689-65219689;NM_177460.4..Parp16,Parp16,212,#006400
NKs,topic3,15:78592046-78602046;NM_028195.3..Cyth4,Cyth4,217.5,#006400
NKs,topic3,3:87520577-87530577;NM_001083318.2..Etv3,Etv3,217.5,#006400
NKs,topic3,3:93550116-93560116;NM_009112.2..S100a10,S100a10,217.5,#006400
NKs,topic3,4:126251319-126261319;NM_001145970.1..Map7d1,Map7d1,217.5,#006400
NKs,topic3,5:140560067-140570067;NM_030022.1..Grifin,Grifin,217.5,#006400
NKs,topic3,6:99430345-99440345;NM_053202.2..Foxp1,Foxp1,217.5,#006400
NKs,topic3,12:16584770-16594770;NM_001130412.1..Lpin1,Lpin1,223.5,#006400
NKs,topic3,13:32999540-33009540;NM_009256.3..Serpinb9,Serpinb9,223.5,#006400
NKs,topic3,15:27676542-27686542;NM_001242423.1..Fam105a,Fam105a,223.5,#006400
NKs,topic3,3:146144832-146154832;NM_026656.4..Mcoln2,Mcoln2,223.5,#006400
NKs,topic3,6:85446504-85456504;NM_007638.4..Cct7,Cct7,223.5,#006400
NKs,topic3,9:66914705-66924705;NM_173413.3..Rab8b,Rab8b,223.5,#006400
NKs,topic3,11:109645920-109655920;NM_001313975.1..Prkar1a,Prkar1a,228.5,#006400
NKs,topic3,19:11513558-11523558;NM_027209.3..Ms4a6b,Ms4a6b,228.5,#006400
NKs,topic3,2:129193772-129203772;NM_001159593.1..Slc20a1,Slc20a1,228.5,#006400
NKs,topic3,7:135646898-135656898;NM_001316681.1..Ptpre,Ptpre,228.5,#006400
NKs,topic3,1:40510361-40520361;NM_010553.4..Il18rap,Il18rap,233.5,#006400
NKs,topic3,11:53765013-53775013;NM_001159393.1..Irf1,Irf1,233.5,#006400
NKs,topic3,2:165650297-165660297;NM_010165.3..Eya2,Eya2,233.5,#006400
NKs,topic3,3:59096821-59106821;NM_173398.3..Gpr171,Gpr171,233.5,#006400
NKs,topic3,3:84035161-84045161;NM_172681.4..D930015E06Rik,D930015E06Rik,233.5,#006400
NKs,topic3,6:42344827-42354827;NM_001289617.1..Zyx,Zyx,233.5,#006400
NKs,topic3,15:81100047-81110047;NM_153049.3..Mkl1,Mkl1,237.5,#006400
NKs,topic3,18:67928256-67938256;NM_172631.3..Ldlrad4,Ldlrad4,237.5,#006400
NKs,topic3,11:97680951-97690951;NM_001085500.2..Cisd3,Cisd3,240,#006400
NKs,topic3,5:146789956-146799956;NM_011669.3..Usp12,Usp12,240,#006400
NKs,topic3,9:44521421-44531421;NM_007551.2..Cxcr5,Cxcr5,240,#006400
NKs,topic3,4:111715009-111725009;NM_026470.3..Spata6,Spata6,243,#006400
NKs,topic3,4:134090073-134100073;NM_013706.2..Cd52,Cd52,243,#006400
NKs,topic3,9:123801476-123811476;NM_030712.4..Cxcr6,Cxcr6,243,#006400
NKs,topic3,1:184029460-184039460;NM_022019.5..Dusp10,Dusp10,248,#006400
NKs,topic3,11:72956168-72966168;NM_001163336.1..Atp2a3,Atp2a3,248,#006400
NKs,topic3,13:49304208-49314208;NM_015759.2..Fgd3,Fgd3,248,#006400
NKs,topic3,2:10367435-10377435;NM_001198809.1..Sfmbt2,Sfmbt2,248,#006400
NKs,topic3,2:132685282-132695282;NM_028637.1..1110034G24Rik,1110034G24Rik,248,#006400
NKs,topic3,4:123277910-123287910;NM_130881.2..Pabpc4,Pabpc4,248,#006400
NKs,topic3,9:106198107-106208107;NM_011876.3..Twf2,Twf2,248,#006400
NKs,topic3,11:31996276-32006276;NM_001290681.1..Nsg2,Nsg2,254.5,#006400
NKs,topic3,12:86879814-86889814;NM_145836.2..Irf2bpl,Irf2bpl,254.5,#006400
NKs,topic3,3:106481039-106491039;NM_028110.2..Dennd2d,Dennd2d,254.5,#006400
NKs,topic3,3:38479816-38489816;NM_001167883.1..Ankrd50,Ankrd50,254.5,#006400
NKs,topic3,6:39372707-39382707;NM_028123.3..Slc37a3,Slc37a3,254.5,#006400
NKs,topic3,7:142367259-142377259;NM_177265.4..Ifitm10,Ifitm10,254.5,#006400
NKs,topic3,12:86942040-86952040;NM_001289429.1..Cipc,Cipc,260.5,#006400
NKs,topic3,13:64243538-64253538;NM_001122989.1..Cdc14b,Cdc14b,260.5,#006400
NKs,topic3,3:19306322-19316322;NM_001122759.2..Pde7a,Pde7a,260.5,#006400
NKs,topic3,3:88450761-88460761;NM_013658.3..Sema4a,Sema4a,260.5,#006400
NKs,topic3,3:96809521-96819521;NM_018767.3..Cd160,Cd160,260.5,#006400
NKs,topic3,4:137857236-137867236;NM_199307.2..Ece1,Ece1,260.5,#006400
NKs,topic3,10:81247934-81257934;NM_001285855.1..Matk,Matk,265.5,#006400
NKs,topic3,13:112459069-112469069;NM_010560.3..Il6st,Il6st,265.5,#006400
NKs,topic3,4:135115644-135125644;NM_019732.2..Runx3,Runx3,265.5,#006400
NKs,topic3,5:21181266-21191266;NM_175437.3..Gsap,Gsap,265.5,#006400
NKs,topic3,11:52278014-52288014;NM_001313981.1..Tcf7,Tcf7,271,#006400
NKs,topic3,17:7920999-7930999;NM_145968.2..Tagap,Tagap,271,#006400
NKs,topic3,4:129573580-129583580;NM_182783.2..Fam167b,Fam167b,271,#006400
NKs,topic3,5:105105292-105115292;NM_172777.3..Gbp9,Gbp9,271,#006400
NKs,topic3,6:54967612-54977612;NM_172729.3..Nod1,Nod1,271,#006400
NKs,topic3,6:87491327-87501327;NM_175476.4..Arhgap25,Arhgap25,271,#006400
NKs,topic3,7:114112781-114122781;NM_025846.2..Rras2,Rras2,271,#006400
NKs,topic3,1:80660352-80670352;NM_001285927.1..Dock10,Dock10,276.5,#006400
NKs,topic3,17:30000086-30010086;NM_148926.2..Zfand3,Zfand3,276.5,#006400
NKs,topic3,5:113825501-113835501;NM_009151.3..Selplg,Selplg,276.5,#006400
NKs,topic3,8:72207837-72217837;NM_001080812.1..Cib3,Cib3,276.5,#006400
NKs,topic3,1:164453355-164463355;NM_009721.6..Atp1b1,Atp1b1,281,#006400
NKs,topic3,11:121076139-121086139;NM_145373.2..Sectm1a,Sectm1a,281,#006400
NKs,topic3,6:86844516-86854516;NM_001040106.2..Aak1,Aak1,281,#006400
NKs,topic3,6:99023298-99033298;NM_001197322.1..Foxp1,Foxp1,281,#006400
NKs,topic3,8:106131974-106141974;NM_176838.2..Esrp2,Esrp2,281,#006400
NKs,topic3,10:127661703-127671703;NM_001122895.1..Nab2,Nab2,286,#006400
NKs,topic3,11:118396931-118406931;NM_011150.2..Lgals3bp,Lgals3bp,286,#006400
NKs,topic3,3:88137371-88147371;NM_001310587.1..Mef2d,Mef2d,286,#006400
NKs,topic3,6:108655628-108665628;NM_011498.4..Bhlhe40,Bhlhe40,286,#006400
NKs,topic3,7:15994495-16004495;NM_001081418.1..Gltscr1,Gltscr1,286,#006400
NKs,topic3,11:31995699-32005699;NM_001290680.1..Nsg2,Nsg2,293.5,#006400
NKs,topic3,11:87732564-87742564;NM_009296.1..Supt4a,Supt4a,293.5,#006400
NKs,topic3,13:31801645-31811645;NM_008592.2..Foxc1,Foxc1,293.5,#006400
NKs,topic3,15:78524651-78534651;NM_001204152.1..C1qtnf6,C1qtnf6,293.5,#006400
NKs,topic3,17:83701162-83711162;NM_001171052.1..Mta3,Mta3,293.5,#006400
NKs,topic3,2:152826728-152836728;NM_009743.5..Bcl2l1,Bcl2l1,293.5,#006400
NKs,topic3,2:168585365-168595365;NM_001037177.2..Nfatc2,Nfatc2,293.5,#006400
NKs,topic3,3:106477430-106487430;NM_001093754.2..Dennd2d,Dennd2d,293.5,#006400
NKs,topic3,5:142812387-142822387;NM_001122730.2..Tnrc18,Tnrc18,293.5,#006400
NKs,topic3,7:99975458-99985458;NM_175388.3..Rnf169,Rnf169,293.5,#006400
NKs,topic3,10:61292835-61302835;NM_011073.3..Prf1,Prf1,300.5,#006400
NKs,topic3,14:73380271-73390271;NM_008410.2..Itm2b,Itm2b,300.5,#006400
NKs,topic3,2:13569310-13579310;NM_011701.4..Vim,Vim,300.5,#006400
NKs,topic3,4:47348221-47358221;NM_001312868.1..Tgfbr1,Tgfbr1,300.5,#006400
NKs,topic3,1:86298220-86308220;NM_145222.2..B3gnt7,B3gnt7,304,#006400
NKs,topic3,9:103107073-103117073;NM_173781.4..Rab6b,Rab6b,304,#006400
NKs,topic3,9:45074182-45084182;NM_001005421.4..Amica1,Amica1,304,#006400
